,选项,指标,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20201231,20191231,20181231
45,盈利能力,成本费用利润率,71.09247,89.318121,108.52281,143.144933,123.116786,124.706634,125.979933,111.051227,118.518877,143.404557,163.389612,82.562727,95.705153,103.508781,57.299308,46.405769,29.768551
46,盈利能力,营业利润率,35.780766,42.993458,47.071888,54.778419,51.881173,51.263028,51.662719,48.887695,52.15928,56.176973,63.454952,43.06785,48.748513,51.064251,34.076372,33.094381,25.467368
47,盈利能力,总资产净利率_平均,4.573394,4.289318,2.559397,11.995721,7.885162,5.196268,2.620791,9.952366,7.400416,11.394201,6.220775,17.803067,,12.243516,15.738486,13.005421,8.372239
48,盈利能力,总资产净利率_平均(含少数股东损益),4.6005,4.259632,2.547277,12.031736,8.552606,5.752243,2.885492,11.116942,8.400077,13.29628,7.215955,18.88325,,12.83223,15.786904,13.285842,8.201949
49,成长能力,归母净利润,248442887.98,231296439.33,139793081.93,610606050.26,396645494.68,256553535.48,128754745.53,303018157.01,226765974.63,166238201.29,86586904.28,176924319.74,155676703.77,111852632.61,105440277.02,69250128.77,37103329.52
50,成长能力,营业总收入,792385495.64,610568886.61,348416333.21,1297124405.47,975114037.61,647407420.09,323711558.36,778874008.15,575291566.88,400604088.17,185129589.92,502327715.13,393356617.8,267664792.4,361458557.03,257097268.89,175365679.89
51,成长能力,净利润,249915389.26,229695654.08,139131087.55,612439276.04,430219797.91,284003519.91,141759048.21,338475805.2,257397904.24,193988997.9,100438837.44,187659023.06,164581999.65,117230919.62,105764651.8,70743288.75,36348651.75
52,成长能力,扣非净利润,229164769.02,216856104.5,134025825.26,587176645.42,377416446.54,252359926.19,127996714.58,292364287.22,223696951.38,165490961.89,85513300.0,178358579.07,155676703.77,113966700.0,102856053.76,68427833.93,36652200.0
53,成长能力,营业总收入增长率,-18.739197,-5.690162,7.631724,66.538412,69.499101,61.607791,74.856736,55.052963,46.25191,49.666336,,38.972423,,,40.592141,46.606376,
54,成长能力,归属母公司净利润增长率,-37.363995,-9.844766,8.573149,101.508073,74.914025,54.328868,48.700021,71.269929,45.664681,48.62252,,67.795765,,,52.260044,86.641279,
55,收益质量,经营活动净现金/销售收入,-0.159457,-0.07508,-0.27522,-0.024943,-0.024839,0.039337,-0.097008,-0.289992,-0.268646,-0.059297,-0.193918,-0.041732,-0.004951,0.115082,-0.19766,0.187023,0.125728
56,收益质量,经营性现金净流量/营业总收入,-0.159457,-0.07508,-0.27522,-0.024943,-0.024839,0.039337,-0.097008,-0.289992,-0.268646,-0.059297,-0.193918,-0.041732,-0.004951,0.115082,-0.19766,0.187023,0.125728
57,收益质量,成本费用率,44.364222,42.119046,36.796341,32.984159,35.83585,35.176813,34.760915,39.132451,37.751087,33.767489,33.20484,45.247884,43.718026,42.31299,51.066095,59.29469,69.628332
58,收益质量,期间费用率,11.704091,9.56574,8.367535,7.482514,7.292883,6.908912,6.935594,16.521435,16.111426,14.68079,13.29857,19.237658,17.394947,16.072947,19.064625,24.022218,29.513196
59,收益质量,销售成本率,32.660131,32.553305,28.428806,25.501644,28.542966,28.2679,27.825321,22.611015,21.63966,19.086698,19.906269,26.010225,26.323078,26.240043,32.001469,35.272472,40.115136
60,收益质量,经营活动净现金/归属母公司的净利润,-0.508574,-0.198193,-0.685951,-0.052988,-0.061064,0.099268,-0.243895,-0.745392,-0.681538,-0.142896,-0.414613,-0.118487,-0.012511,0.275394,-0.677597,0.69434,0.594243
61,收益质量,所得税/利润总额,11.612535,12.44449,15.147527,13.731112,14.854397,14.421572,15.234897,11.188744,14.319489,13.908725,14.501605,13.157601,14.010296,13.976984,14.524497,14.427273,16.186644
62,财务风险,流动比率,9.296094,9.939212,8.947399,9.887448,9.422855,9.683309,8.875294,10.432012,7.920214,2.125197,2.122659,1.886944,,2.041341,1.609655,2.225316,1.779746
63,财务风险,速动比率,7.994365,8.591256,7.712348,8.434954,8.148055,8.289625,7.551099,8.956813,7.039534,1.478004,2.122659,1.312187,,1.582915,1.224475,1.601088,1.149102
64,财务风险,保守速动比率,7.899342,8.456593,7.589879,8.334525,8.043689,6.649046,7.428002,8.749793,6.915215,1.420484,,1.27191,,1.557217,1.202485,1.545445,1.088217
65,财务风险,资产负债率,11.423803,10.491185,11.830429,11.087471,12.542141,12.216174,13.315791,11.967571,14.592075,49.853906,51.589365,50.161318,,49.33693,66.42329,59.948424,61.911727
66,财务风险,权益乘数,1.135791,1.129459,1.138178,1.140938,1.155244,1.152422,1.158003,1.265198,1.297058,2.077651,2.058697,2.317668,,2.306135,2.761719,2.57221,
67,财务风险,权益乘数(含少数股权的净资产),1.128971,1.117208,1.134178,1.1247,1.143407,1.139162,1.153612,1.135945,1.170851,1.994173,2.065661,2.006473,,1.973824,2.978254,2.49678,2.62548
68,财务风险,产权比率,13.000192,11.807345,13.518432,12.56811,14.558752,14.115009,15.533275,13.75408,17.269084,104.64806,106.566185,102.85328,,98.794872,200.027423,151.091715,163.982893
69,财务风险,现金比率,4.285289,4.781093,4.389602,5.316565,5.501392,4.42783,5.569853,6.900218,5.575556,0.398724,,0.389242,,0.567797,0.193283,0.574855,0.339062
70,营运能力,应收账款周转率,0.55423,0.43233,0.265122,1.676213,1.301413,1.02158,0.625903,2.356193,1.648947,1.085541,,1.988901,,0.853826,1.896548,2.188749,
71,营运能力,应收账款周转天数,487.161858,416.348226,339.465585,214.769792,207.466718,176.197512,143.792135,152.788826,163.74085,165.81591,,181.004411,,210.815748,189.818463,164.477451,
72,营运能力,存货周转率,0.38049,0.297431,0.145023,0.493999,0.428164,0.276703,0.134011,0.35443,0.288118,0.193897,,0.518792,,0.366219,0.744482,0.624883,
73,营运能力,存货周转天数,709.611011,605.180577,620.590652,728.745851,630.599385,650.516526,671.582361,1015.714538,937.113043,928.326442,,693.918961,,491.508743,483.557154,576.107226,
74,营运能力,总资产周转率,0.145864,0.113228,0.063789,0.254827,0.193848,0.131126,0.065912,0.255814,0.187744,0.274579,0.133005,0.505468,,0.292988,0.539529,0.482837,
75,营运能力,总资产周转天数,1851.037133,1589.712068,1410.885946,1412.718406,1392.836886,1372.717826,1365.888017,1407.270467,1438.127794,655.547363,676.665967,712.209991,,614.357672,667.24842,745.591917,
76,营运能力,流动资产周转率,0.167135,0.129075,0.072649,0.279358,0.207383,0.139675,0.070012,0.273317,0.199412,0.309396,0.1485,0.560996,,0.321315,0.601524,0.549249,
77,营运能力,流动资产周转天数,1615.455853,1394.532056,1238.81801,1288.665967,1301.934847,1288.700657,1285.489085,1317.15077,1353.980417,581.776847,606.059058,641.715076,,560.197933,598.479317,655.440325,
78,营运能力,应付账款周转率,0.865293,0.544024,0.24724,1.397644,0.928986,0.702503,0.461073,1.850359,1.101371,0.645753,,1.978473,,0.979747,1.112279,1.549427,
